id	family	query	decl_type	decl_mult	sql	java_class	value	status	verdict
ng.lt.dtN.lit	null	t::D.all()->project(~[x:p|$p.dtN < %2024-03-15T10:30:45])	Boolean	1	SELECT (t0.DT_N IS NOT NULL AND t0.DT_N < TIMESTAMP '2024-03-15T10:30:45') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.lt.fN.lit	null	t::D.all()->project(~[x:p|$p.fN < 1.0])	Boolean	1	SELECT (t0.F_N IS NOT NULL AND t0.F_N < CAST(1.0 AS DOUBLE)) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.i.lit	null	t::D.all()->project(~[x:p|$p.i > 7])	Boolean	1	SELECT t0.I_V > 7 AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.iN.lit	null	t::D.all()->project(~[x:p|$p.iN > 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N > 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.iN.i	null	t::D.all()->project(~[x:p|$p.iN > $p.i])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N > t0.I_V) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.sN.lit	null	t::D.all()->project(~[x:p|$p.sN > 'abc'])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND t0.S_N > 'abc') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.dN.lit	null	t::D.all()->project(~[x:p|$p.dN > %2024-03-15])	Boolean	1	SELECT (t0.D_N IS NOT NULL AND t0.D_N > DATE '2024-03-15') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.bN.lit	null	t::D.all()->project(~[x:p|$p.bN > true])	Boolean	1	SELECT (t0.B_N IS NOT NULL AND t0.B_N > TRUE) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.decN.lit	null	t::D.all()->project(~[x:p|$p.decN > 1.0d])	Boolean	1	SELECT (t0.DEC_N IS NOT NULL AND t0.DEC_N > 1.0) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.cN.lit	null	t::D.all()->project(~[x:p|$p.cN > t::Color.RED])						G-ERR:TypeInferenceException: no overload of 'meta::pure::functions::boolean::greaterThan' structurally matches the argument types (ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=0, upper=1]], ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=1, upper=1]]); [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]]]	G-REJECT
ng.gt.dtN.lit	null	t::D.all()->project(~[x:p|$p.dtN > %2024-03-15T10:30:45])	Boolean	1	SELECT (t0.DT_N IS NOT NULL AND t0.DT_N > TIMESTAMP '2024-03-15T10:30:45') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.gt.fN.lit	null	t::D.all()->project(~[x:p|$p.fN > 1.0])	Boolean	1	SELECT (t0.F_N IS NOT NULL AND t0.F_N > CAST(1.0 AS DOUBLE)) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.i.lit	null	t::D.all()->project(~[x:p|$p.i <= 7])	Boolean	1	SELECT t0.I_V <= 7 AS x FROM T_D AS t0	Boolean	true	OK	OK
ng.le.iN.lit	null	t::D.all()->project(~[x:p|$p.iN <= 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N <= 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.iN.i	null	t::D.all()->project(~[x:p|$p.iN <= $p.i])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N <= t0.I_V) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.sN.lit	null	t::D.all()->project(~[x:p|$p.sN <= 'abc'])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND t0.S_N <= 'abc') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.dN.lit	null	t::D.all()->project(~[x:p|$p.dN <= %2024-03-15])	Boolean	1	SELECT (t0.D_N IS NOT NULL AND t0.D_N <= DATE '2024-03-15') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.bN.lit	null	t::D.all()->project(~[x:p|$p.bN <= true])	Boolean	1	SELECT (t0.B_N IS NOT NULL AND t0.B_N <= TRUE) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.decN.lit	null	t::D.all()->project(~[x:p|$p.decN <= 1.0d])	Boolean	1	SELECT (t0.DEC_N IS NOT NULL AND t0.DEC_N <= 1.0) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.cN.lit	null	t::D.all()->project(~[x:p|$p.cN <= t::Color.RED])						G-ERR:TypeInferenceException: no overload of 'meta::pure::functions::boolean::lessThanEqual' structurally matches the argument types (ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=0, upper=1]], ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=1, upper=1]]); [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]]]	G-REJECT
ng.le.dtN.lit	null	t::D.all()->project(~[x:p|$p.dtN <= %2024-03-15T10:30:45])	Boolean	1	SELECT (t0.DT_N IS NOT NULL AND t0.DT_N <= TIMESTAMP '2024-03-15T10:30:45') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.le.fN.lit	null	t::D.all()->project(~[x:p|$p.fN <= 1.0])	Boolean	1	SELECT (t0.F_N IS NOT NULL AND t0.F_N <= CAST(1.0 AS DOUBLE)) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.i.lit	null	t::D.all()->project(~[x:p|$p.i >= 7])	Boolean	1	SELECT t0.I_V >= 7 AS x FROM T_D AS t0	Boolean	true	OK	OK
ng.ge.iN.lit	null	t::D.all()->project(~[x:p|$p.iN >= 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N >= 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.iN.i	null	t::D.all()->project(~[x:p|$p.iN >= $p.i])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N >= t0.I_V) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.sN.lit	null	t::D.all()->project(~[x:p|$p.sN >= 'abc'])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND t0.S_N >= 'abc') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.dN.lit	null	t::D.all()->project(~[x:p|$p.dN >= %2024-03-15])	Boolean	1	SELECT (t0.D_N IS NOT NULL AND t0.D_N >= DATE '2024-03-15') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.bN.lit	null	t::D.all()->project(~[x:p|$p.bN >= true])	Boolean	1	SELECT (t0.B_N IS NOT NULL AND t0.B_N >= TRUE) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.decN.lit	null	t::D.all()->project(~[x:p|$p.decN >= 1.0d])	Boolean	1	SELECT (t0.DEC_N IS NOT NULL AND t0.DEC_N >= 1.0) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.cN.lit	null	t::D.all()->project(~[x:p|$p.cN >= t::Color.RED])						G-ERR:TypeInferenceException: no overload of 'meta::pure::functions::boolean::greaterThanEqual' structurally matches the argument types (ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=0, upper=1]], ExprType[type=EnumType[fqn=t::Color], multiplicity=Bounded[lower=1, upper=1]]); [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=DATE, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=DATE, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=NUMBER, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=0, upper=1]]]; [TypedParameter[name=left, type=STRING, multiplicity=Bounded[lower=1, upper=1]], TypedParameter[name=right, type=STRING, multiplicity=Bounded[lower=1, upper=1]]]; [TypedParameter[name=left, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]], TypedParameter[name=right, type=BOOLEAN, multiplicity=Bounded[lower=0, upper=1]]]	G-REJECT
ng.ge.dtN.lit	null	t::D.all()->project(~[x:p|$p.dtN >= %2024-03-15T10:30:45])	Boolean	1	SELECT (t0.DT_N IS NOT NULL AND t0.DT_N >= TIMESTAMP '2024-03-15T10:30:45') AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.ge.fN.lit	null	t::D.all()->project(~[x:p|$p.fN >= 1.0])	Boolean	1	SELECT (t0.F_N IS NOT NULL AND t0.F_N >= CAST(1.0 AS DOUBLE)) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.and.bN	null	t::D.all()->project(~[x:p|$p.bN && true])						G-ERR:TypeInferenceException: in call to 'meta::pure::functions::boolean::and', argument 1: multiplicity [0..1] is not compatible with [1]	G-REJECT
ng.or.bN	null	t::D.all()->project(~[x:p|$p.bN || false])						G-ERR:TypeInferenceException: in call to 'meta::pure::functions::boolean::or', argument 1: multiplicity [0..1] is not compatible with [1]	G-REJECT
ng.not.bN	null	t::D.all()->project(~[x:p|not($p.bN)])						G-ERR:TypeInferenceException: in call to 'meta::pure::functions::boolean::not', argument 1: multiplicity [0..1] is not compatible with [1]	G-REJECT
ng.in.iN	null	t::D.all()->project(~[x:p|$p.iN->in([1,2,3])])	Boolean	1	SELECT coalesce(coalesce(t0.I_N IN (1, 2, 3), FALSE), FALSE) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.isEmpty.iN	null	t::D.all()->project(~[x:p|$p.iN->isEmpty()])	Boolean	1	SELECT t0.I_N IS NULL AS x FROM T_D AS t0	Boolean	true	OK	OK
ng.isNotEmpty.iN	null	t::D.all()->project(~[x:p|$p.iN->isNotEmpty()])	Boolean	1	SELECT t0.I_N IS NOT NULL AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.contains.sN	null	t::D.all()->project(~[x:p|$p.sN->contains('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND strpos(t0.S_N, 'a') > 0) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.startsWith.sN	null	t::D.all()->project(~[x:p|$p.sN->startsWith('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND starts_with(t0.S_N, 'a')) AS x FROM T_D AS t0	Boolean	false	OK	OK
ng.endsWith.sN	null	t::D.all()->project(~[x:p|$p.sN->endsWith('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND ends_with(t0.S_N, 'a')) AS x FROM T_D AS t0	Boolean	false	OK	OK
nu.abs	null	t::D.all()->project(~[x:p|$p.iN->toOne()->abs()])	Integer	1	SELECT abs(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.sign	null	t::D.all()->project(~[x:p|$p.iN->toOne()->sign()])	Integer	1	SELECT CAST(sign(t0.I_N) AS BIGINT) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.round	null	t::D.all()->project(~[x:p|$p.iN->toOne()->round()])	Integer	1	SELECT CAST(ROUND_EVEN(t0.I_N, 0) AS BIGINT) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.floor	null	t::D.all()->project(~[x:p|$p.iN->toOne()->floor()])	Integer	1	SELECT CAST(floor(t0.I_N) AS BIGINT) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.ceiling	null	t::D.all()->project(~[x:p|$p.iN->toOne()->ceiling()])	Integer	1	SELECT CAST(ceil(t0.I_N) AS BIGINT) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.sqrt	null	t::D.all()->project(~[x:p|$p.iN->toOne()->sqrt()])	Float	1	SELECT CASE WHEN CAST(t0.I_N AS DOUBLE) < 0 THEN error(concat('Unable to compute sqrt of ', CASE WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND CAST(t0.I_N AS DOUBLE) = floor(CAST(t0.I_N AS DOUBLE)) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(1.0E38 AS DOUBLE) THEN concat(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS HUGEINT) AS VARCHAR), '.0') WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND abs(CAST(t0.I_N AS DOUBLE)) >= CAST(1.0E-17 AS DOUBLE) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(9.007199254740992E15 AS DOUBLE) THEN CASE WHEN ends_with(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '.') THEN concat(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '0') ELSE rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0') END ELSE CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR) END)) ELSE sqrt(t0.I_N) END AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.exp	null	t::D.all()->project(~[x:p|$p.iN->toOne()->exp()])	Float	1	SELECT exp(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.log	null	t::D.all()->project(~[x:p|$p.iN->toOne()->log()])	Float	1	SELECT ln(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.log10	null	t::D.all()->project(~[x:p|$p.iN->toOne()->log10()])	Float	1	SELECT log10(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.cbrt	null	t::D.all()->project(~[x:p|$p.iN->toOne()->cbrt()])	Float	1	SELECT cbrt(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.toFloat	null	t::D.all()->project(~[x:p|$p.iN->toOne()->toFloat()])	Float	1	SELECT CAST(t0.I_N AS DOUBLE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.toDecimal	null	t::D.all()->project(~[x:p|$p.iN->toOne()->toDecimal()])	Decimal(38,18)	1	SELECT CAST(t0.I_N AS DECIMAL(38, 0)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.toDegrees	null	t::D.all()->project(~[x:p|$p.iN->toOne()->toDegrees()])	Float	1	SELECT degrees(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.toRadians	null	t::D.all()->project(~[x:p|$p.iN->toOne()->toRadians()])	Float	1	SELECT radians(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.sin	null	t::D.all()->project(~[x:p|$p.iN->toOne()->sin()])	Float	1	SELECT sin(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.cos	null	t::D.all()->project(~[x:p|$p.iN->toOne()->cos()])	Float	1	SELECT cos(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.tan	null	t::D.all()->project(~[x:p|$p.iN->toOne()->tan()])	Float	1	SELECT tan(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.asin	null	t::D.all()->project(~[x:p|$p.iN->toOne()->asin()])	Float	1	SELECT CASE WHEN abs(CAST(t0.I_N AS DOUBLE)) > 1 THEN error(concat('Unable to compute asin of ', CASE WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND CAST(t0.I_N AS DOUBLE) = floor(CAST(t0.I_N AS DOUBLE)) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(1.0E38 AS DOUBLE) THEN concat(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS HUGEINT) AS VARCHAR), '.0') WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND abs(CAST(t0.I_N AS DOUBLE)) >= CAST(1.0E-17 AS DOUBLE) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(9.007199254740992E15 AS DOUBLE) THEN CASE WHEN ends_with(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '.') THEN concat(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '0') ELSE rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0') END ELSE CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR) END)) ELSE (CASE WHEN (t0.I_N) BETWEEN -1 AND 1 THEN asin(t0.I_N) ELSE 'NaN'::DOUBLE END) END AS x FROM T_D AS t0	Double	NaN	OK	OK
nu.acos	null	t::D.all()->project(~[x:p|$p.iN->toOne()->acos()])	Float	1	SELECT CASE WHEN abs(CAST(t0.I_N AS DOUBLE)) > 1 THEN error(concat('Unable to compute acos of ', CASE WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND CAST(t0.I_N AS DOUBLE) = floor(CAST(t0.I_N AS DOUBLE)) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(1.0E38 AS DOUBLE) THEN concat(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS HUGEINT) AS VARCHAR), '.0') WHEN strpos(CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR), 'e') > 0 AND abs(CAST(t0.I_N AS DOUBLE)) >= CAST(1.0E-17 AS DOUBLE) AND abs(CAST(t0.I_N AS DOUBLE)) < CAST(9.007199254740992E15 AS DOUBLE) THEN CASE WHEN ends_with(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '.') THEN concat(rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '0') ELSE rtrim(CAST(CAST(CAST(t0.I_N AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0') END ELSE CAST(CAST(t0.I_N AS DOUBLE) AS VARCHAR) END)) ELSE (CASE WHEN (t0.I_N) BETWEEN -1 AND 1 THEN acos(t0.I_N) ELSE 'NaN'::DOUBLE END) END AS x FROM T_D AS t0	Double	NaN	OK	OK
nu.atan	null	t::D.all()->project(~[x:p|$p.iN->toOne()->atan()])	Float	1	SELECT atan(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.sinh	null	t::D.all()->project(~[x:p|$p.iN->toOne()->sinh()])	Float	1	SELECT sinh(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.cosh	null	t::D.all()->project(~[x:p|$p.iN->toOne()->cosh()])	Float	1	SELECT cosh(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.tanh	null	t::D.all()->project(~[x:p|$p.iN->toOne()->tanh()])	Float	1	SELECT tanh(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.cot	null	t::D.all()->project(~[x:p|$p.iN->toOne()->cot()])	Float	1	SELECT cot(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.bitNot	null	t::D.all()->project(~[x:p|$p.iN->toOne()->bitNot()])	Integer	1	SELECT xor(t0.I_N, -1) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nu.toString	null	t::D.all()->project(~[x:p|$p.iN->toOne()->toString()])	String	1	SELECT CAST(t0.I_N AS VARCHAR) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.mod	null	t::D.all()->project(~[x:p|mod($p.iN->toOne(), 2)])	Integer	1	SELECT MOD(MOD(t0.I_N, 2) + 2, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.rem	null	t::D.all()->project(~[x:p|rem($p.iN->toOne(), 2)])	Number	1	SELECT CASE WHEN 2 = 0 THEN error(concat('Cannot divide ', CAST(t0.I_N AS VARCHAR), ' by zero')) ELSE MOD(t0.I_N, 2) END AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.pow	null	t::D.all()->project(~[x:p|pow($p.iN->toOne(), 2)])	Number	1	SELECT power(t0.I_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.atan2	null	t::D.all()->project(~[x:p|atan2($p.iN->toOne(), 2)])	Float	1	SELECT atan2(t0.I_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.max	null	t::D.all()->project(~[x:p|max($p.iN->toOne(), 2)])	Integer	1	SELECT greatest(t0.I_N, 2) AS x FROM T_D AS t0	Integer	2	OK	OK
nb.min	null	t::D.all()->project(~[x:p|min($p.iN->toOne(), 2)])	Integer	1	SELECT least(t0.I_N, 2) AS x FROM T_D AS t0	Integer	2	OK	OK
nb.divide	null	t::D.all()->project(~[x:p|divide($p.iN->toOne(), 2)])	Float	1	SELECT ((1.0 * t0.I_N) / 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.plus	null	t::D.all()->project(~[x:p|$p.iN->toOne() + 2])	Integer	1	SELECT t0.I_N + 2 AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.minus	null	t::D.all()->project(~[x:p|$p.iN->toOne() - 2])	Integer	1	SELECT t0.I_N - 2 AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.times	null	t::D.all()->project(~[x:p|$p.iN->toOne() * 2])	Integer	1	SELECT t0.I_N * 2 AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.div	null	t::D.all()->project(~[x:p|$p.iN->toOne() / 2])	Float	1	SELECT ((1.0 * t0.I_N) / 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
