test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::query::filter::exists::testComplexOrExistsToManyProperty	default	filter+map	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-material
meta::relational::tests::query::filter::exists::testContains	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::filter::exists::testContainsNegated	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::filter::exists::testDupsFilterNoProjection	default	filter	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testDupsFilterProject	default	filter+project	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsInAbstractProperty	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsToManyProperty	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsToManyPropertySwapped	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsToManyPropertyWithAndFilter	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsToManyPropertyWithAndFilterAndLiteralConditions	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsToManyPropertyWithAndFilterAndLiteralConditionsDeep	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testExistsWithAttributesFromLeftInAndCondition	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::exists::testExistsWithAttributesFromLeftInOrCondition	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::exists::testExistsWithOrCondition	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testFilterAfterFilterWithExistsExpression	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testFilterFunctionExpressionWithAndConditionOnRightTableIsEmptyExpression	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_0".FIRMID from firmTable as "	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testFilterFunctionExpressionWithConditionOnRightTableIsEmptyExpression	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_0".FIRMID from firmTable as "	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testIn	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::filter::exists::testInExistsCombined	default	filter	no-sql-golden		exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testInNegated	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::filter::exists::testIsEmpty	default	filter	filtered-subselect-join	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_0".FIRMID from firmTable as "	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testIsEmpty	default	filter	filtered-subselect-join	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_0".FIRMID from firmTable as "	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testIsEmptyNested	default	filter	filtered-subselect-join	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testIsNotEmpty	default	filter	filtered-subselect-join	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testNestedExistsOne	default	filter	no-sql-golden		exists-material
meta::relational::tests::query::filter::exists::testNestedExistsWithExistsInAbstractProperty	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-material
meta::relational::tests::query::filter::exists::testNestedNotExists	default	filter	no-sql-golden		exists-material
meta::relational::tests::query::filter::exists::testNotExists	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testWithFilterGroupBy	default	filter+map+project+groupBy	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testWithFilterGroupByNestedAssociation	default	filter+map+project+groupBy	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testWithProjectGroupByRemoveDups	default	filter+map+project+groupBy	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::exists::testWithProjectGroupByRemoveDupsTwo	default	filter+map+project+groupBy	no-sql-golden		correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::greaterThan::testConsistencyWithNulls	default	filter	no-sql-golden		correlated-count-reducer
meta::relational::tests::query::filter::in::tempTable::testInExecutionWithTempTableAndQueryChaining	default	filter+project	single-table	select distinct "root".FIRSTNAME from validPersonTable as "root"	exists-join-form-dedup
meta::relational::tests::query::filter::in::tempTable::testInExecutionWithTempTableAndQueryChaining	default	filter+project	single-table	select "root".FIRSTNAME as "firstName", "root".LASTNAME as "lastName" from personTable as "root" where "root".FIRSTNAME in (select "temptableforin_validfirstnam	exists-join-form-dedup
meta::relational::tests::query::filter::in::tempTable::testInExecutionWithTempTableAndQueryChainingAndChainConnection	default	filter+map	no-sql-golden		exists-join-form-dedup
meta::relational::tests::query::filter::in::testConsistencyWithNulls	default	filter	no-sql-golden		correlated-count-reducer
meta::relational::tests::query::filter::in::testContainsOnToManyProperty	default	filter	exists-predicate	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" where exists (select 1 from personTable as "persontable_0" where "persontab	exists-join-form-dedup|exists-material
meta::relational::tests::query::filter::in::testDeepContains	default	filter+map	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::in::testDeepIn	default	filter+map	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::in::testInWithinQualifiedPropertyCollectionAsLiteralList	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::isempty::testInputNotIsolatedWhenPropertyPathIsToOne	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::isempty::testIsEmptyOnQualifiedPropertyFollowedByClassPropertyInput	default	filter	on-clause-literal-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	correlated-count-reducer|exists-material
meta::relational::tests::query::filter::isempty::testIsolationOfInputToIsEmpty	default	filter	plain-join	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	correlated-count-reducer|exists-material
meta::relational::tests::query::filter::isempty::testIsolationOfInputToIsEmptyWithForcedFiltersOnInput	forced	filter	on-clause-literal-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	correlated-count-reducer|exists-material
meta::relational::tests::query::filter::isempty::testIsolationOfTheSameInputInABooleanExprWhereOneSideIsEmpty	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	correlated-count-reducer|exists-material
meta::relational::tests::query::filter::isempty::testSimpleTriangularJoinViaIsEmpty	default	filter	plain-join	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join addressTable as "addresstable_0" on ("addresstable_0".ID = 	correlated-count-reducer|exists-material
meta::relational::tests::query::filter::isolation::testIsolationOfCaseStmtTrueFalseFilters	default	filter+map	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::isolation::testIsolationOfClassFiltersOperatingOnParametersReferencedInIf	default	filter+map	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::isolation::testLateIsolationOfTypeFilterDoesntPreventMerging	default	filter+map	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::multipleFilters::testFilterAfterFilter	default	filter+map	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::filter::multipleFilters::testFilterInWithJoin	default	filter+map	exists-predicate+top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" where "root".FIRSTNAM	exists-material
meta::relational::tests::query::filter::notEqual::testConsistencyWithNullsInColumnToColumnComparison	default	filter	no-sql-golden		correlated-count-reducer
meta::relational::tests::query::filter::or::testOrFilterWithTypeFilter	default	filter+map	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::concatenate::testConcatenateClass	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join (select "synonymtable_0".PRODID as PRODID, "synonymt	exists-join-form-dedup|exists-material
meta::relational::tests::query::function::concatenate::testConcatenateDataType	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join (select "synonymtable_0".NAME as "name", "synonymtab	exists-material
meta::relational::tests::query::function::concatenate::testConcatenateDataTypeDiffProperty	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join (select "synonymtable_0".NAME as "name_typeAsString"	exists-material
meta::relational::tests::query::function::concatenate::testConcatenateDataTypeMerge	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join (select "synonymtable_0".NAME as "name", "synonymtab	exists-material
meta::relational::tests::query::function::distinct::testCollectionDistinctFunction	default	filter+map	grouped-subselect-join+top-where-pred	select distinct "producttable_0".NAME from tradeTable as "root" left outer join (select "root".trade_id as trade_id, max("root".eventDate) as maxTradeEventDate 	exists-material
meta::relational::tests::query::function::isempty::testDerivedWithIsEmpty	default	filter	single-table	select "root".id as "pk_0", "root".value as "myValue" from testTable as "root" where "root".value is null	correlated-count-reducer
meta::relational::tests::query::function::testFilterThroughAssociationUsingPlusFunction	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::function::testFilterUsingContainsFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingContainsFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingEndsWithFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingEndsWithFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingFunctionWithVariable	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingIfFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingIsEmptyFunction	default	filter	filtered-subselect-join	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join (select distinct "synonymtable_0".PRODID from produc	exists-join-form-dedup|exists-material
meta::relational::tests::query::function::testFilterUsingMatchesFunction	default	filter	plain-join	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingMatchesFunction	default	filter	plain-join	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingPlusFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingStartsWithFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::function::testFilterUsingStartsWithFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join firmT	exists-material
meta::relational::tests::query::legacyNullUnsafeEquals::testDefaultProjectionIsNullSafe	default	project	no-sql-golden		exists-material
meta::relational::tests::query::legacyNullUnsafeEquals::testLegacyFlagProjectionEmitsPlainEquals	default	project	no-sql-golden		exists-material
meta::relational::tests::query::openvariables::testExistsAndBooleanOpenVariables	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::openvariables::testExistsOpenVariable	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::filterAbstractPropertyWithConditionOnLeftAndRightTable	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterAbstractPropertyWithConditionOnRightTableExistsExpression	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::filterAndProjectFunctionExpressionWithConditionOnRightTable	default	filter+project	on-clause-literal-pred+top-where-pred	select "persontable_0".FIRSTNAME as "c1" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "per	exists-material
meta::relational::tests::query::qualifier::advanced::filterAsbtractPropertyWithConditionRightTable	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithAndConditionOnRightTable	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithAndConditionOnRootAndRightTable	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnLeftAndRightTable	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnLeftAndRightTableNested	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnLeftAndRightTableNestedDynaFunction	default	filter	top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnRightTableAndExpression	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnRightTableIsEmptyExpression	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_0".FIRMID from firmTable as "	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionOnRightTableOrExpression	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithConditionRightTable	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-material
meta::relational::tests::query::qualifier::advanced::filterFunctionExpressionWithOrConditionOnRightTable	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::advanced::nestedFilterFunctionExpressionWithOrCondition	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "root".LEGALNAME as "Firm Name" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "perso	exists-material
meta::relational::tests::query::qualifier::advanced::nestedFilterInQualifierWithOrCondition	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "root".LEGALNAME as "Firm Name" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "perso	exists-material
meta::relational::tests::query::qualifier::advanced::projectAbstractPropertyWithConditionOnLeftAndRightTable	default	project	filtered-subselect-join+top-where-pred	select "firmtable_1".LASTNAME as "c1" from firmTable as "root" left outer join (select "firmtable_2".ID as ID, "persontable_0".LASTNAME as LASTNAME from firmTab	exists-material
meta::relational::tests::query::qualifier::advanced::projectAbstractPropertyWithConditionOnRightTable	default	project	on-clause-literal-pred	select "persontable_0".LASTNAME as "c1" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "pers	exists-material
meta::relational::tests::query::qualifier::advanced::projectAbstractPropertyWithConditionOnRightTableNested	default	project	filtered-subselect-join+top-where-pred	select "persontable_0".LASTNAME as "c1" from firmTable as "root" left outer join (select "persontable_1".FIRMID as FIRMID, "persontable_1".LASTNAME as LASTNAME 	exists-material
meta::relational::tests::query::qualifier::advanced::projectFunctionExpressionWithConditionOnLeftAndRightTable	default	project	plain-join	select "persontable_0".LASTNAME as "c1" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "pers	exists-material
meta::relational::tests::query::qualifier::advanced::projectFunctionExpressionWithConditionOnLeftAndRightTableNested	default	project	filtered-subselect-join+top-where-pred	select "firmtable_1".LASTNAME as "c1" from firmTable as "root" left outer join (select "firmtable_2".ID as ID, "persontable_0".LASTNAME as LASTNAME from firmTab	exists-material
meta::relational::tests::query::qualifier::advanced::projectFunctionExpressionWithConditionOnLeftAndRightTableNestedDynaFunction	default	project	filtered-subselect-join+top-where-pred	select "firmtable_1".FIRSTNAME as "c1" from firmTable as "root" left outer join (select "firmtable_2".ID as ID, "persontable_0".FIRSTNAME as FIRSTNAME from firm	exists-material
meta::relational::tests::query::qualifier::advanced::projectFunctionExpressionWithConditionOnRightTable	default	project	on-clause-literal-pred	select "persontable_0".LASTNAME as "c1" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID and "pers	exists-material
meta::relational::tests::query::qualifier::advanced::projectFunctionExpressionWithConditionOnRightTableNested	default	project	filtered-subselect-join+top-where-pred	select "persontable_0".LASTNAME as "c1" from firmTable as "root" left outer join (select "persontable_1".FIRMID as FIRMID, "persontable_1".LASTNAME as LASTNAME 	exists-material
meta::relational::tests::query::qualifier::advanced::projectionInvolvingOneNestedAtributeOnTriangularJoinAndOtherJoin	default	filter+map+project	filtered-subselect-join	select "root".LEGALNAME as "c1", "persontable_0".LASTNAME as "c2", concat("persontable_0".LASTNAME, "addresstable_0".NAME) as "c3" from firmTable as "root" left	exists-material
meta::relational::tests::query::qualifier::testAssociationSpecifiedQualifiedProperty	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join productSchema.synonymTable as "synonymtable_0" on ("	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::testExistsWithQualifierOnleftSide	default	filter	filtered-subselect-join+grouped-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".ID as "id", "root".quantity as "quantity", "root".tradeDate as "date", "root".settlementDateTime as "settlementDateTime", "tr	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::testExistsWithQualifierOnleftSide	default	filter	filtered-subselect-join+grouped-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".ID as "id", "root".quantity as "quantity", "root".tradeDate as "date", "root".settlementDateTime as "settlementDateTime", "tr	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::testNoParametersThroughAssociation	default	filter	top-where-pred	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join perso	exists-material
meta::relational::tests::query::qualifier::testNonTrivialQualifierWithDataTypeReturnTypeAsFunctionInput	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable	correlated-count-reducer|exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::testWithParameterToClassNestedSelect	default	filter	on-clause-literal-pred+top-where-pred	select "root".ID as "pk_0", "root".NAME as "name" from productSchema.productTable as "root" left outer join productSchema.synonymTable as "synonymtable_0" on ("	exists-join-form-dedup|exists-material
meta::relational::tests::query::qualifier::testWithParameterUsedWithinExists	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".LEGALNAME as "legalName" from firmTable as "root" left outer join (select distinct "persontable_1".FIRMID from personTable as	exists-join-form-dedup|exists-material
meta::relational::tests::query::routing::testCompositionInFilterCondition	default	filter	top-where-pred	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID) 	exists-material
meta::relational::tests::query::routing::testCompositionInGetAll	default	project	plain-join	select concat("persontable_0".FIRSTNAME, ' ', "persontable_0".LASTNAME) as "name" from firmTable as "root" left outer join personTable as "persontable_0" on ("r	exists-material
meta::relational::tests::query::routing::testCompositionInGetAllAndColSpecs	default	project	plain-join	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID)	exists-material
meta::relational::tests::query::routing::testCompositionInInClause	default	filter	top-where-pred	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID) 	exists-material
meta::relational::tests::query::routing::testCompositionInJoin	default	other	filtered-subselect-join	select "firmtable_0"."firstName" as "firstName", "firmtable_0"."employeeFirstName" as "employeeFirstName" from (select * from (select "persontable_0".FIRSTNAME 	exists-material
