# REFUSAL ASYMMETRY — sources the ORACLE rejects that a lite surface accepts
# oracle-rejected 2196 | symmetric (both refuse) 1580 | asymmetric 616
# categories: m3-corroborated/document=222 m3-corroborated/document+strict=24 m3-corroborated/strict=163 m3-rejects/document=67 m3-rejects/document+strict=2 sectioned/document=41 sectioned/document+strict=19 sectioned/strict=78 
# id	category	accepting-surfaces	oracle-message
legend-engine-xts-serviceStore/legend-engine-xt-serviceStore-javaPlatformBinding-pure/src/main/resources/core_servicestore_java_platform_binding/legendJavaPlatformBinding/executionPlanNodes/limit/limit.pure	m3-corroborated	strict	null
legend-engine-xts-serviceStore/legend-engine-xt-serviceStore-javaPlatformBinding-pure/src/main/resources/core_servicestore_java_platform_binding/legendJavaPlatformBinding/serviceStoreLegendJavaPlatformBindingExtension.pure	m3-corroborated	strict	null
legend-engine-xts-serviceStore/legend-engine-xt-serviceStore-pure/src/main/resources/core_servicestore/executionPlan/executionPlan_generation.pure	m3-corroborated	strict	null
legend-engine-xts-serviceStore/legend-engine-xt-serviceStore-pure/src/main/resources/core_servicestore/tests/mapping.pure	sectioned	strict	null
legend-engine-xts-snowflake/legend-engine-xt-snowflake-generator/src/test/java/org/finos/legend/engine/language/snowflakeM2MUdf/generator/test/TestSnowflakeM2MUdfGenerator.java#7	m3-rejects	document	null
legend-engine-xts-snowflake/legend-engine-xt-snowflake-grammar/src/test/java/org/finos/legend/engine/language/snowflake/grammar/test/TestSnowflakeAppParsing.java#2	m3-rejects	document	Unexpected token
legend-engine-xts-snowflake/legend-engine-xt-snowflake-grammar/src/test/java/org/finos/legend/engine/language/snowflake/grammar/test/TestSnowflakeM2MUdfParsing.java#2	m3-rejects	document	Unexpected token
legend-engine-xts-sql/legend-engine-xt-sql-transformation/legend-engine-xt-sql-pure/src/main/resources/core_external_query_sql/binding/fromPure/compile.pure	m3-corroborated	document	Unsupported syntax
legend-engine-xts-sql/legend-engine-xt-sql-transformation/legend-engine-xt-sql-pure/src/main/resources/core_external_query_sql/binding/fromPure/tests/dynamic/testDynamic.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-sql/legend-engine-xt-sql-transformation/legend-engine-xt-sql-pure/src/main/resources/core_external_query_sql/binding/fromPure/tests/shared.pure	sectioned	strict	null
legend-engine-xts-sql/legend-engine-xt-sql-transformation/legend-engine-xt-sql-pure/src/main/resources/core_external_query_sql/binding/fromPure/tests/testUtils.pure	m3-corroborated	strict	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#104	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#111	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#118	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#127	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#128	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#13	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#135	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#142	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#20	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#27	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#34	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#365	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#41	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#48	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#55	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#6	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#69	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#76	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#83	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#90	m3-rejects	document	null
legend-engine-xts-xml/legend-engine-xt-xml-model/src/test/java/org/finos/legend/engine/external/format/xml/test/TestXsdToModelGeneration.java#97	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#124	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#126	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#136	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#139	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#146	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#150	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#154	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#158	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#163	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#168	m3-rejects	document	null
legend-pure-core/legend-pure-m3-bootstrap-generator/src/test/java/org/finos/legend/pure/m3/tools/TestJavaTools.java#173	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/documentation.pure	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/boolean/equality/is.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/getIfAbsentPutWithKey.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/getMapStats.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/groupBy.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/keyValues.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/newMap.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/replaceAll.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/tree/replaceTreeNode.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/transformation/removeAllOptimized.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/io/print.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/lang/cast/cast.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/lang/eval/evaluate.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/lang/eval/rawEvalProperty.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/math/random.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/graph/elementToPath.pure	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/graph/pathToElement.pure	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/instance/id.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/profile/stereotype.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/profile/tag.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/reflect/canReactivateDynamically.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/reflect/deactivate.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/reflect/evaluateAndDeactivate.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/reflect/openVariableValues.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/reflect/reactivate.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/removeOverride.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/source/sourceInformation.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/class/genericTypeClass.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/class/properties.pure	m3-corroborated	strict	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/enum/enumName.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/enum/enumValues.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/generalizations.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/genericType.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/instanceOf.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/type/subtypeOf.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/string/index/lastIndexOf.pure	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/assert.pure	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tools/debug/indent.pure	m3-corroborated	strict	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/boolean/testModel.pure	m3-corroborated	document+strict	Unexpected token
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/lang/all/allVersions.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/lang/cast/toOne.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/lang/cast/toOneMany.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/string/operation/joinStrings.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/milestoning.pure	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/grammar/v1/TestM3AntlrParser.java#13	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/grammar/v1/TestM3AntlrParser.java#37	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/grammar/v1/TestM3AntlrParser.java#39	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/grammar/v1/TestParsing.java#2	m3-rejects	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/runtime/TestIncrementalCompiler.java#15	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/serialization/runtime/TestPureRuntime.java#5	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/AbstractPureTestWithCoreCompiledPlatform.java#1	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/TestUnresolvedImportStubs.java#12	m3-corroborated	document+strict	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/AbstractTestConstraints.java#110	m3-rejects	document+strict	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/AbstractTestConstraints.java#151	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/AbstractTestConstraints.java#154	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/AbstractTestConstraints.java#158	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/AbstractTestConstraints.java#60	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/TestClass.java#10	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/TestClass.java#3	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/_class/TestClass.java#6	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/function/TestFunction.java#44	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/function/functionMatching/TestMatching.java#69	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/function/functionMatching/TestPrimitiveExtensionMatching.java#2	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/function/functionMatching/TestPrimitiveExtensionMatching.java#4	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/function/inference/TestFunctionTypeInference.java#12	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#11	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#13	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#16	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#30	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#31	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#33	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#35	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#46	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#48	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/primitive/TestPrimitiveCompile.java#5	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#126	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#133	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#136	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#21	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#31	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#34	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#40	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#46	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#49	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#52	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#83	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#86	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#89	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#92	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#95	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestDocumentation.java#98	m3-corroborated	document	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/profile/TestProfile.java#52	m3-corroborated	document+strict	For input string: "sers" under radix 16
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/property/TestDefaultValue.java#22	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/property/TestDefaultValue.java#34	m3-rejects	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/property/TestDefaultValue.java#41	m3-rejects	document+strict	Unexpected token
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#38	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#44	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#46	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#48	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#50	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#54	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#58	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#62	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#66	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#68	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#70	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#74	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#76	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestColumnBuilders.java#78	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#11	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#13	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#16	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#17	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#18	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#19	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#20	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#21	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#22	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#23	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#25	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#3	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#33	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#34	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#35	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#39	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#4	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#40	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#41	m3-corroborated	document	Unsupported syntax
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#43	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#44	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#45	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#47	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#48	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#5	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#50	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#52	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#59	m3-corroborated	document	null
legend-pure-core/legend-pure-m3-core/src/test/java/org/finos/legend/pure/m3/tests/elements/relation/TestRelationTypeInference.java#60	m3-corroborated	document	null
