bucket,status,family,test,file,line,detail
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/modelJoin,testSubFilter,tests/mapping/modelJoin/testModelJoinAdvanced.pure,1260,nested navigation 'address.city' inside an exists/isEmpty predicate is not supported yet
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/multigrain,testToManyWithQualifierWithFilterOnJoin,tests/mapping/multigrain/testMultiGrainTableMappings.pure,75,multi-hop navigation account.incomeFunctionSplits#f0.incomeFunction.Classification.name through an embedded/slot head is not supported yet [assocs=[account]; head subNavs=[incomeFunctionSplits#f0]; head binding=TypedNativeCall]
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/union,testAdvancedEmbeddedInMappingQuery,tests/mapping/union/testUnion.pure,207,class 'meta::relational::tests::mapping::union::extend::Firm' is not mapped in mapping 'meta::relational::tests::mapping::union::extend::unionMappingWithEmbeddedProperty2' (Embedded sub-PM 'employees' collides with an existing pipeline slot of the same name; distinct same-named class-typed joins acr
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/union,testAdvancedEmbeddedInMappingQuery,tests/mapping/union/testUnion.pure,207,class 'meta::relational::tests::model::simple::Firm' is not mapped in mapping 'meta::relational::tests::mapping::union::unionMappingWithEmbeddedProperty2' (Embedded sub-PM 'employees' collides with an existing pipeline slot of the same name; distinct same-named class-typed joins across embedded leve
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/union,testUnionToUnionJoinSequenceWithMultipleChildrenInUnionSourceTree,tests/mapping/union/testUnion.pure,236,resolver bug: undemanded navigation — consumed expression reads STRIPPED join slot 'PersonSet1PersonAdditional' (the demand scan and the rewrite disagreed)
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/query,testWithParameterToClassNestedSelect,tests/query/testQualifier.pure,55,store resolution left getAll(meta::relational::tests::model::simple::Product) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedNativeCall > TypedLambda > TypedFilter]
8. LOWERING GAP (I-phase),ERROR,functions/tests,testSortByLambdaDeepOptional,functions/tests/testSort.pure,81,zip over inputs that are not two scalar projections of the SAME class chain has no relational shape
8. LOWERING GAP (I-phase),ERROR,functions/tests/projection,testSubAggregationWithDeepAndOverlap,functions/tests/projection/testAggregation.pure,128,no scalar lowering registered for resolved overload 'meta::pure::functions::collection::count' with 1 parameter(s)
8. LOWERING GAP (I-phase),ERROR,functions/tests/projection,testSubAggregationWithDeepAndOverlap_WithColVar,functions/tests/projection/testAggregation.pure,148,project expects ~[…] column specifications
8. LOWERING GAP (I-phase),ERROR,tds/tests,testMultiConcatenate,tds/tests/testTDSConcatenate.pure,46,lowering not yet implemented for TypedCollection
8. LOWERING GAP (I-phase),SHAPE,tests,testJoinStringsTypeInference,tests/testRelationalExtension.pure,344,no execute(|...) call [calls meta::relational::functions::typeInference] — wall: no scalar lowering registered for resolved overload 'meta::pure::mapping::rootClassMappingByClass' with 2 parameter(s)
8. LOWERING GAP (I-phase),SHAPE,tests,testSQLNullWithinCaseTypeInference1,tests/testRelationalExtension.pure,318,no execute(|...) call [calls meta::relational::functions::typeInference] — wall: no scalar lowering registered for resolved overload 'meta::pure::mapping::rootClassMappingByClass' with 2 parameter(s)
8. LOWERING GAP (I-phase),ERROR,tests/mapping,testProject,tests/injection/testInjection.pure,50,lowering not yet implemented for TypedNativeCall ('meta::pure::functions::collection::sort' in relation position)
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,functions/tests,testFromWithMapping,functions/tests/testFrom.pure,74,"no execute(|...) call [calls meta::external::store::relational::tests] — wall: unknown function 'withMapping' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,functions/tests,testFromWithMappingAndIntermediateFuncCall,functions/tests/testFrom.pure,86,"no execute(|...) call [calls meta::external::store::relational::tests] — wall: unknown function 'withMapping' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,functions/tests,testObjectReferneceInWithMilestonedRootClass,functions/tests/testObjectReferenceIn.pure,123,"unknown function 'generateObjectReferences' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,functions/tests/loadCsvToDbTable,testLoadCsv,functions/tests/loadCsvToDbTable/testLoadCsv.pure,22,in function 'meta::relational::metamodel::execute::loadCsvToDbTable': no overload of 'meta::relational::metamodel::execute::loadCsvToDbTable' accepts 4 argument(s)
9. TYPER / VOCABULARY GAP (G-phase),ERROR,functions/tests/projection,testGroupByWithWindowSubset,functions/tests/projection/testGroupWithWindowSubset.pure,21,no overload of 'groupByWithWindowSubset' matches 6 argument(s) of these shapes (no candidates at all)
9. TYPER / VOCABULARY GAP (G-phase),ERROR,postprocessor/tests,testReplaceTablePostProcessorWithSubQueries,postprocessor/tests/testPostProcessor.pure,119,"in function 'meta::relational::tests::postProcessor::nonExecutable::runtimeWithNonExecutable': no overload of 'meta::relational::postProcessor::nonExecutable' structurally matches the argument types (ExprType[type=ClassType[fqn=meta::relational::metamodel::relation::SelectSQLQuery], multiplicity=Bou"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,router/tests,testCompositionInMultiStatementPureExpressions,router/tests/testRouting.pure,482,no execute(|...) call — wall: no overload of 'meta::relational::tests::query::routing::routeInternal' matches 1 argument(s) of these shapes — candidates: [meta::relational::tests::query::routing::routeInternal/1]
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/relation,testJoinFunc,tds/relation/testTdsToRelation.pure,42,"no execute(|...) call [calls meta::relational::extension] — wall: 'TestClass' is not a known class, mapping, runtime, connection, or database — user elements in a query need a fully qualified name"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/relation,testJoinUsing,tds/relation/testTdsToRelation.pure,18,"no execute(|...) call [calls meta::relational::extension] — wall: 'TestClass' is not a known class, mapping, runtime, connection, or database — user elements in a query need a fully qualified name"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/tests,iqrClassifyTest,tds/tests/testTdsExtension.pure,23,"no execute(|...) call — wall: no overload of 'meta::pure::functions::relation::join' structurally matches the argument types (ExprType[type=RelationType[columns=[Column[name=name, type=STRING, multiplicity=Bounded[lower=1, upper=1]], Column[name=score, type=INTEGER, multiplicity=Bounded[lower=1, upp"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tds/tests,rowValueDifferenceTest,tds/tests/testTdsExtension.pure,399,cannot access 'name' on String
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/tests,testExtendDigest_InMemory,tds/tests/testTdsExtension.pure,496,no execute(|...) call — wall: cannot access 'name' on String
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tds/tests,testExtendDigest_Relational,tds/tests/testTdsExtension.pure,511,cannot access 'name' on String
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/tests,testFirstNotNull,tds/tests/testTdsExtension.pure,489,no execute(|...) call [calls meta::pure::tds::extensions] — wall: unresolved type variable T reached the lowering boundary
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tds/tests,testJoinWithExtendWithDigestOnColumnsOnBothQueries,tds/tests/testTDSJoin.pure,1121,unbound variable '$_nr2'
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tds/tests,zScoreTest,tds/tests/testTdsExtension.pure,41,"no execute(|...) call — wall: no overload of 'meta::pure::functions::relation::join' structurally matches the argument types (ExprType[type=RelationType[columns=[Column[name=name, type=STRING, multiplicity=Bounded[lower=1, upper=1]], Column[name=score, type=INTEGER, multiplicity=Bounded[lower=1, upp"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/datatype,testSimpleTypeMappingProjectNulls,tests/datatype/testDataTypeMapping.pure,149,"unknown function 'toJSON' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tests/mapping/enumeration,testEnumMappings,tests/mapping/enumeration/testEnumerationMapping.pure,166,"no execute(|...) call — wall: unknown function 'enumerationMappingByName' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,tests/mapping/enumeration,testEnumMappingsWithInclude,tests/mapping/enumeration/testEnumerationMapping.pure,180,"no execute(|...) call — wall: unknown function 'enumerationMappingByName' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/mapping/join,testMultipleJoinsInPropertyMappingWithDateInJoin,tests/mapping/join/testMappingAssociationToAdvancedJoin.pure,135,in function 'meta::relational::tests::mapping::join::model::mapping::advancedRelationalMapping2$class$meta::relational::tests::mapping::join::model::domain::TypeBuiltOutOfMultipleJoins': no overload of 'meta::pure::functions::boolean::lessThanEqual' structurally matches the argument types (ExprType[
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/mapping/union,testBiTemporalUnionAsJoinTarget_correlatedSubqueryQuoting,tests/mapping/union/testUnionBiTemporalSelfJoinDuplicateColumn.pure,59,"in function 'meta::relational::tests::mapping::union::biTemporal::biTemporalUnionMapping$class$meta::relational::tests::mapping::union::biTemporal::PartyAccount': no overload of 'meta::pure::functions::boolean::greaterThanEqual' structurally matches the argument types (ExprType[type=STRICT_DATE, mul"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/mapping/union,testBiTemporalUnionJoin_milestoningColumnInOnClause,tests/mapping/union/testUnionBiTemporalSelfJoinDuplicateColumn.pure,38,"in function 'meta::relational::tests::mapping::union::biTemporal::biTemporalUnionMapping$class$meta::relational::tests::mapping::union::biTemporal::BiTemporalPerson': no overload of 'meta::pure::functions::boolean::greaterThanEqual' structurally matches the argument types (ExprType[type=STRICT_DATE,"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/mapping/union,testBiTemporalUnionWithSelfJoin_duplicateColumnRegression,tests/mapping/union/testUnionBiTemporalSelfJoinDuplicateColumn.pure,25,"in function 'meta::relational::tests::mapping::union::biTemporal::biTemporalUnionMapping$class$meta::relational::tests::mapping::union::biTemporal::BiTemporalPerson': no overload of 'meta::pure::functions::boolean::greaterThanEqual' structurally matches the argument types (ExprType[type=STRICT_DATE,"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/mapping/union,testPksWithImportDataFlow,tests/mapping/union/testUnion.pure,373,"expected at most one value, got many ([*])"
9. TYPER / VOCABULARY GAP (G-phase),ERROR,tests/query,testDayOfWeekNumberFunction,tests/query/testWithFunction.pure,495,no overload of 'meta::pure::functions::date::dayOfWeekNumber' accepts 2 argument(s)
9. TYPER / VOCABULARY GAP (G-phase),SHAPE,transform/fromPure/tests,testToSQLStringWithAggregation,transform/fromPure/tests/testToSQLString.pure,92,"no execute(|...) call [calls meta::relational::tests::functions::sqlstring] — wall: 'meta::pure::tds::groupBy_TabularDataSet_1__String_MANY__AggregateValue_MANY__TabularDataSet_1_' is not a known class, mapping, runtime, connection, or database"
